"|","|___uid","|__id","|__inningNumber","|__ballsActual","|__ballsUnique","|__oversUnique","|__oversActual","|__overNumber","|__ballNumber","|__totalRuns","|__batsmanRuns","|__isFour","|__isSix","|__isWicket","|__dismissalType","|__byes","|__legbyes","|__wides","|__noballs","|__penalties","|__wagonX","|__wagonY","|__wagonZone","|__timestamp","|__modified","|__batsmanPlayerId","|__bowlerPlayerId","|__outPlayerId","|__totalInningRuns","|__totalInningWickets","|__predictions","|__title","|__dismissalText__short","|__dismissalText__long","|__dismissalText__commentary","|__dismissalText","|__commentPreTextItems","|__commentPreTextItems__type","|__commentPreTextItems__html","|__commentTextItems__type","|__commentTextItems__html","|__commentPostTextItems__type","|__commentPostTextItems__html","|__commentPostTextItems","|__over__team__id","|__over__team__objectId","|__over__team__scribeId","|__over__team__slug","|__over__team__name","|__over__team__longName","|__over__team__abbreviation","|__over__team__unofficialName","|__over__team__imageUrl","|__over__team__isCountry","|__over__team__primaryColor","|__over__team__image__id","|__over__team__image__objectId","|__over__team__image__slug","|__over__team__image__url","|__over__team__image__width","|__over__team__image__height","|__over__team__image__caption","|__over__team__image__longCaption","|__over__team__image__credit","|__over__team__image__photographer","|__over__team__image__peerUrls","|__over__overNumber","|__over__overRuns","|__over__overWickets","|__over__totalRuns","|__over__totalWickets","|__over__target","|__over__overLimit","|__over__ballLimit","|__over__isMaiden","|__over__isComplete","|__over__isSuperOver","|__over__overEndBatsmen__player__id","|__over__overEndBatsmen__player__objectId","|__over__overEndBatsmen__player__name","|__over__overEndBatsmen__player__longName","|__over__overEndBatsmen__player__mobileName","|__over__overEndBatsmen__player__indexName","|__over__overEndBatsmen__player__battingName","|__over__overEndBatsmen__player__fieldingName","|__over__overEndBatsmen__player__slug","|__over__overEndBatsmen__player__imageUrl","|__over__overEndBatsmen__player__dateOfBirth__year","|__over__overEndBatsmen__player__dateOfBirth__month","|__over__overEndBatsmen__player__dateOfBirth__date","|__over__overEndBatsmen__player__dateOfDeath","|__over__overEndBatsmen__player__gender","|__over__overEndBatsmen__player__battingStyles__-","|__over__overEndBatsmen__player__bowlingStyles__-","|__over__overEndBatsmen__player__longBattingStyles__-","|__over__overEndBatsmen__player__longBowlingStyles__-","|__over__overEndBatsmen__player__image__id","|__over__overEndBatsmen__player__image__objectId","|__over__overEndBatsmen__player__image__slug","|__over__overEndBatsmen__player__image__url","|__over__overEndBatsmen__player__image__width","|__over__overEndBatsmen__player__image__height","|__over__overEndBatsmen__player__image__caption","|__over__overEndBatsmen__player__image__longCaption","|__over__overEndBatsmen__player__image__credit","|__over__overEndBatsmen__player__image__photographer","|__over__overEndBatsmen__player__image__peerUrls","|__over__overEndBatsmen__player__countryTeamId","|__over__overEndBatsmen__player__playerRoleTypeIds__-","|__over__overEndBatsmen__player__playingRoles__-","|__over__overEndBatsmen__player__headshotImage__id","|__over__overEndBatsmen__player__headshotImage__objectId","|__over__overEndBatsmen__player__headshotImage__slug","|__over__overEndBatsmen__player__headshotImage__url","|__over__overEndBatsmen__player__headshotImage__width","|__over__overEndBatsmen__player__headshotImage__height","|__over__overEndBatsmen__player__headshotImage__caption","|__over__overEndBatsmen__player__headshotImage__longCaption","|__over__overEndBatsmen__player__headshotImage__credit","|__over__overEndBatsmen__player__headshotImage__photographer","|__over__overEndBatsmen__player__headshotImage__peerUrls__FILM","|__over__overEndBatsmen__player__headshotImage__peerUrls__WIDE","|__over__overEndBatsmen__player__headshotImage__peerUrls__SQUARE","|__over__overEndBatsmen__runs","|__over__overEndBatsmen__balls","|__over__overEndBatsmen__fours","|__over__overEndBatsmen__sixes","|__over__overEndBowlers__player__id","|__over__overEndBowlers__player__objectId","|__over__overEndBowlers__player__name","|__over__overEndBowlers__player__longName","|__over__overEndBowlers__player__mobileName","|__over__overEndBowlers__player__indexName","|__over__overEndBowlers__player__battingName","|__over__overEndBowlers__player__fieldingName","|__over__overEndBowlers__player__slug","|__over__overEndBowlers__player__imageUrl","|__over__overEndBowlers__player__dateOfBirth__year","|__over__overEndBowlers__player__dateOfBirth__month","|__over__overEndBowlers__player__dateOfBirth__date","|__over__overEndBowlers__player__dateOfDeath","|__over__overEndBowlers__player__gender","|__over__overEndBowlers__player__battingStyles__-","|__over__overEndBowlers__player__bowlingStyles__-","|__over__overEndBowlers__player__longBattingStyles__-","|__over__overEndBowlers__player__longBowlingStyles__-","|__over__overEndBowlers__player__image__id","|__over__overEndBowlers__player__image__objectId","|__over__overEndBowlers__player__image__slug","|__over__overEndBowlers__player__image__url","|__over__overEndBowlers__player__image__width","|__over__overEndBowlers__player__image__height","|__over__overEndBowlers__player__image__caption","|__over__overEndBowlers__player__image__longCaption","|__over__overEndBowlers__player__image__credit","|__over__overEndBowlers__player__image__photographer","|__over__overEndBowlers__player__image__peerUrls","|__over__overEndBowlers__player__countryTeamId","|__over__overEndBowlers__player__playerRoleTypeIds__-","|__over__overEndBowlers__player__playingRoles__-","|__over__overEndBowlers__player__headshotImage__id","|__over__overEndBowlers__player__headshotImage__objectId","|__over__overEndBowlers__player__headshotImage__slug","|__over__overEndBowlers__player__headshotImage__url","|__over__overEndBowlers__player__headshotImage__width","|__over__overEndBowlers__player__headshotImage__height","|__over__overEndBowlers__player__headshotImage__caption","|__over__overEndBowlers__player__headshotImage__longCaption","|__over__overEndBowlers__player__headshotImage__credit","|__over__overEndBowlers__player__headshotImage__photographer","|__over__overEndBowlers__player__headshotImage__peerUrls__FILM","|__over__overEndBowlers__player__headshotImage__peerUrls__WIDE","|__over__overEndBowlers__player__headshotImage__peerUrls__SQUARE","|__over__overEndBowlers__overs","|__over__overEndBowlers__balls","|__over__overEndBowlers__maidens","|__over__overEndBowlers__conceded","|__over__overEndBowlers__wickets","|__over__overEndBowlers__currentType","|__over__rollover","|__over","|__batsmanStatText","|__bowlerStatText"
"1.1.1","12469079","12469079","1","null","null","0.01","0.1","1","1","1","1","False","False","False","null","0","0","0","0","0","249","33","1","null","2016-10-06T18:06:41.000Z","50416","64443","null","1","0","null","Cottrell to Hendricks","","","","null","","HTML","The teams are on their way out, it should be a decent affair this and West Indies might actually have a chance of winning for once! <b>Sheldon Cottrell</b> to open the bowling...","HTML","back of a length at the body, turned down to long leg","","","null","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","null","null","null"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<br><br>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<b>5.50pm</b> We got there in the end. No Marchant de Lange for the host which is perhaps surprising - maybe because they have selected two allrounders in Parnell and Wiese.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<br><br>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","Almost time for the toss, the captains are coming out in very hot conditions - beautiful day in Cape Town. Pitch looks solid but perhaps a little grass, one across from the Test wicket. South Africa have <b>won the toss and will bat</b>, interesting to see the teams...","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<br><br>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<b>South Africa</b> 1 Morne van Wyk, 2 Reeza Hendricks, 3 Rilee Roussow, 4 Faf du Plessis (capt), 5 David Miller, 6 Farhaan Behardien, 7 David Wiese, 8 Wayne Parnell, 9 Kyle Abbott, 10 Kagiso Rabada, 11 Imran Tahir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<br><br>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","Just waiting for the West Indies XI. The one we've been given has Dwayne Bravo in it, the same Bravo who is supposedly currently in Australia. All sorts of confusion but it does appear the Bravo has boarded a plane and is set to play here...","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<br><br>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HTML","<b>West Indies</b> 1 Chris Gayle, 2 Dwyane Smith, 3 Marlon Samuels, 4 Dwayne Bravo, 5 Kieron Pollard, 6 Denesh D Ramdin, 7 Darren Sammy, 8 Andre Russell, 9 Jason Holder, 10 Ashley Nurse, 11 Sheldon Cottrell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
